sampleName,sampleClass,featureName,featureClass,mzCenter,rtCenter,integratedIntensity,startRT,endRT
MLMET0074,sample,2_3_Pyridinedicarboxylic_acid,ref,174.036,792,38717,785.33,797.81
MLMET0122,sample,2_3_Pyridinedicarboxylic_acid,ref,174.036,792,17485,786.92,799.4
MLMET0179,filter,2_3_Pyridinedicarboxylic_acid,ref,174.036,792,9866,787.03,799.51
Blank-r001,blank,2_3_Pyridinedicarboxylic_acid,ref,174.036,792,6077,786.26,798.74
MLMET0072,sample,2_3_Pyridinedicarboxylic_acid,ref,174.036,792,35682,786.2,798.68
MLMET0075,sample,2_3_Pyridinedicarboxylic_acid,ref,174.036,792,28401,786.87,799.35
MLMET0118,sample,2_3_Pyridinedicarboxylic_acid,ref,174.036,792,21638,786.87,799.36
MLMET0091,sample,2_3_Pyridinedicarboxylic_acid,ref,174.036,792,28492,785.32,797.8
MLMET0159,filter,2_3_Pyridinedicarboxylic_acid,ref,174.036,792,12194,785.22,797.7
MLMET0089,filter,Phosphoenolpyruvic_acid,met,166.975,770.7,33089,758.3,773.77
MLMET0119,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,67437,758.3,773.77
MLMET0180,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,284768,757.51,772.98
MLMET0160,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,60734,757.26,772.74
MLMET0166,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,16376,756.92,772.4
MLMET0139,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,20292,757.03,772.5
MLMET0067,filter,Phosphoenolpyruvic_acid,met,166.975,770.7,35287,758.2,773.67
MLMET0164,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,156714,758.25,773.73
MLMET0117,filter,Phosphoenolpyruvic_acid,met,166.975,770.7,48413,766.65,782.12
MLMET0091,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,329668,766.85,782.33
MLMET0143,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,41906,757.08,772.56
MLMET0138,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,57067,757.28,772.76
MLMET0167,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,163790,763.48,778.95
MLMET0161,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,70144,763.47,778.95
MLMET0096,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,6074939,760.59,776.06
MLMET0066,filter,Phosphoenolpyruvic_acid,met,166.975,770.7,22283,760.96,776.44
MLMET0120,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,277491,763.9,779.38
MLMET0178,filter,Phosphoenolpyruvic_acid,met,166.975,770.7,10722,763.57,779.05
MLMET0165,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,160859,761.42,776.9
MLMET0094,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,1051322,761.19,776.67
MLMET0186,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,222447,763.89,779.37
MLMET0162,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,55862,763.79,779.27
MLMET0183,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,373446,761.13,776.61
MLMET0118,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,507668,761.41,776.89
MLMET0068,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,308981,763.86,779.34
MLMET0069,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,1268186,763.69,779.16
Blank-r001,blank,Phosphoenolpyruvic_acid,met,166.975,770.7,10232,761.3,776.77
MLMET0074,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,1166372,761.36,776.84
MLMET0095,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,7455569,764.12,779.59
MLMET0072,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,2004207,764.24,779.71
MLMET0122,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,259134,762.45,777.93
MLMET0071,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,1807629,762.42,777.9
MLMET0135,filter,Phosphoenolpyruvic_acid,met,166.975,770.7,15049,763.74,779.22
MLMET0185,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,262873,763.7,779.17
MLMET0123,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,113695,761.95,777.42
MLMET0163,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,128364,761.98,777.45
Blank-r002,blank,Phosphoenolpyruvic_acid,met,166.975,770.7,12689,764.01,779.49
MLMET0181,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,167464,763.99,779.47
all_ss-r001,stds,Phosphoenolpyruvic_acid,met,166.975,770.7,10009,761.09,776.56
MLMET0144,filter,Phosphoenolpyruvic_acid,met,166.975,770.7,8266,761.05,776.52
MLMET0142,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,48765,764.38,779.85
MLMET0187,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,287038,764.14,779.62
MLMET0168,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,360063,761.93,777.41
RCY308_control-r002,control,Phosphoenolpyruvic_acid,met,166.975,770.7,43137,761.61,777.09
MLMET0070,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,727148,764.04,779.51
MLMET0125,filter,Phosphoenolpyruvic_acid,met,166.975,770.7,11826,764.32,779.79
MLMET0136,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,165325,761.96,777.43
MLMET0121,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,571556,761.74,777.22
MLMET0090,filter,Phosphoenolpyruvic_acid,met,166.975,770.7,31508,762.81,778.28
MLMET0092,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,1237587,763,778.48
MLMET0124,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,207184,759.85,775.32
MLMET0116,filter,Phosphoenolpyruvic_acid,met,166.975,770.7,31021,759.7,775.17
MLMET0182,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,53503,763.59,779.07
MLMET0098,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,2760259,763.94,779.41
MLMET0141,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,64060,760.1,775.57
RCY308_control-r001,control,Phosphoenolpyruvic_acid,met,166.975,770.7,40601,760.09,775.56
all_ss-r002,stds,Phosphoenolpyruvic_acid,met,166.975,770.7,8494,763.68,779.16
MLMET0140,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,58201,763.77,779.24
MLMET0137,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,43305,761.36,776.84
MLMET0179,filter,Phosphoenolpyruvic_acid,met,166.975,770.7,13364,761.07,776.55
MLMET0073,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,2097961,763.55,779.02
MLMET0184,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,250142,763.92,779.4
MLMET0093,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,522019,761.34,776.81
MLMET0097,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,697552,761.23,776.71
MLMET0159,filter,Phosphoenolpyruvic_acid,met,166.975,770.7,14863,763.75,779.23
MLMET0075,sample,Phosphoenolpyruvic_acid,met,166.975,770.7,498841,763.91,779.38
MLMET0166,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,5487,762.41,777.89
MLMET0167,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,7205,762.48,777.95
MLMET0067,filter,Phosphoenolpyruvic_acid,ref,169.985,770.7,9091,756.7,772.18
MLMET0143,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,7178,756.58,772.06
MLMET0139,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,7565,762.02,777.5
MLMET0117,filter,Phosphoenolpyruvic_acid,ref,169.985,770.7,13845,761.65,777.13
MLMET0160,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,8303,763.25,778.73
MLMET0072,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,23441,763.24,778.71
MLMET0162,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,6091,760.8,776.27
MLMET0164,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,7951,760.75,776.22
MLMET0178,filter,Phosphoenolpyruvic_acid,ref,169.985,770.7,5746,761.08,776.55
MLMET0125,filter,Phosphoenolpyruvic_acid,ref,169.985,770.7,6003,761.32,776.8
Blank-r002,blank,Phosphoenolpyruvic_acid,ref,169.985,770.7,3464,761.51,776.99
MLMET0118,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,17593,761.41,776.89
MLMET0094,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,17190,762.69,778.17
MLMET0120,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,15064,762.9,778.38
MLMET0141,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,6681,760.59,776.07
MLMET0186,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,8137,760.9,776.38
MLMET0183,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,7365,763.13,778.6
MLMET0179,filter,Phosphoenolpyruvic_acid,ref,169.985,770.7,4641,763.07,778.54
MLMET0095,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,30103,761.12,776.6
MLMET0069,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,22699,761.19,776.67
MLMET0091,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,18757,763.86,779.33
MLMET0165,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,7613,763.92,779.39
MLMET0093,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,17536,760.84,776.31
MLMET0066,filter,Phosphoenolpyruvic_acid,ref,169.985,770.7,16440,760.96,776.44
MLMET0096,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,25043,763.58,779.06
MLMET0119,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,12695,763.79,779.26
all_ss-r002,stds,Phosphoenolpyruvic_acid,ref,169.985,770.7,3832,760.69,776.16
MLMET0116,filter,Phosphoenolpyruvic_acid,ref,169.985,770.7,12781,760.7,776.17
MLMET0135,filter,Phosphoenolpyruvic_acid,ref,169.985,770.7,6999,763.74,779.22
MLMET0138,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,6775,763.77,779.25
MLMET0071,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,24807,760.92,776.4
MLMET0137,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,8248,760.86,776.34
MLMET0089,filter,Phosphoenolpyruvic_acid,ref,169.985,770.7,13042,763.79,779.27
MLMET0121,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,16223,763.74,779.22
MLMET0090,filter,Phosphoenolpyruvic_acid,ref,169.985,770.7,13522,760.81,776.28
MLMET0124,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,11561,760.85,776.32
MLMET0181,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,8624,763.99,779.47
MLMET0074,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,23470,763.86,779.34
MLMET0142,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,6095,761.88,777.36
MLMET0180,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,8081,762,777.48
MLMET0187,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,9279,759.65,775.13
MLMET0122,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,11995,759.96,775.43
RCY308_control-r002,control,Phosphoenolpyruvic_acid,ref,169.985,770.7,3423,758.61,774.09
MLMET0073,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,24187,758.55,774.03
MLMET0136,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,8233,763.95,779.43
MLMET0092,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,20012,764,779.47
MLMET0068,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,26375,761.37,776.84
MLMET0163,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,9110,761.48,776.96
Blank-r001,blank,Phosphoenolpyruvic_acid,ref,169.985,770.7,3774,763.29,778.77
all_ss-r001,stds,Phosphoenolpyruvic_acid,ref,169.985,770.7,3140,763.08,778.56
MLMET0075,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,17911,761.41,776.89
MLMET0161,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,6903,761.47,776.95
MLMET0184,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,6776,763.92,779.4
MLMET0140,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,5900,763.77,779.24
RCY308_control-r001,control,Phosphoenolpyruvic_acid,ref,169.985,770.7,4522,761.09,776.56
MLMET0098,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,22478,761.44,776.91
MLMET0159,filter,Phosphoenolpyruvic_acid,ref,169.985,770.7,7704,763.25,778.73
MLMET0144,filter,Phosphoenolpyruvic_acid,ref,169.985,770.7,6145,763.04,778.52
MLMET0182,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,6941,760.6,776.07
MLMET0070,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,28607,760.54,776.02
MLMET0097,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,18488,763.23,778.7
MLMET0123,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,9842,763.44,778.92
MLMET0168,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,5065,758.44,773.91
MLMET0185,sample,Phosphoenolpyruvic_acid,ref,169.985,770.7,8065,758.21,773.68
MLMET0181,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,314234,539.83,587.26
MLMET0168,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,220854,539.77,587.2
MLMET0117,filter,Dihydroxyacetone_phosphate,met,168.991,547.14,253215,529.51,576.94
MLMET0075,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,336080,529.77,577.19
MLMET0092,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,500550,539.84,587.27
MLMET0180,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,289066,539.84,587.27
all_ss-r001,stds,Dihydroxyacetone_phosphate,met,168.991,547.14,212998,531.44,578.87
MLMET0072,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,1299497,531.09,578.52
MLMET0074,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,409149,533.71,581.14
MLMET0144,filter,Dihydroxyacetone_phosphate,met,168.991,547.14,135009,533.89,581.32
MLMET0142,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,125087,531.73,579.16
MLMET0089,filter,Dihydroxyacetone_phosphate,met,168.991,547.14,347875,531.65,579.07
MLMET0125,filter,Dihydroxyacetone_phosphate,met,168.991,547.14,158854,534.17,581.6
MLMET0163,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,152711,534.33,581.76
MLMET0121,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,454336,531.1,578.52
MLMET0143,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,156194,531.43,578.86
MLMET0090,filter,Dihydroxyacetone_phosphate,met,168.991,547.14,279734,535.65,583.08
Blank-r001,blank,Dihydroxyacetone_phosphate,met,168.991,547.14,181140,535.64,583.07
MLMET0124,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,295323,529.7,577.13
MLMET0159,filter,Dihydroxyacetone_phosphate,met,168.991,547.14,123047,529.61,577.03
MLMET0179,filter,Dihydroxyacetone_phosphate,met,168.991,547.14,114612,535.41,582.84
MLMET0119,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,266830,535.14,582.56
MLMET0122,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,274970,532.31,579.73
MLMET0178,filter,Dihydroxyacetone_phosphate,met,168.991,547.14,159914,532.43,579.86
MLMET0096,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,1168488,536.43,583.86
MLMET0067,filter,Dihydroxyacetone_phosphate,met,168.991,547.14,339572,536.04,583.46
MLMET0116,filter,Dihydroxyacetone_phosphate,met,168.991,547.14,292015,530.55,577.98
RCY308_control-r001,control,Dihydroxyacetone_phosphate,met,168.991,547.14,226254,530.94,578.37
all_ss-r002,stds,Dihydroxyacetone_phosphate,met,168.991,547.14,165949,534.03,581.46
MLMET0091,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,775081,534.21,581.64
MLMET0120,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,301343,533.25,580.68
MLMET0123,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,194667,533.3,580.73
MLMET0118,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,585433,534.76,582.19
MLMET0073,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,435042,534.9,582.33
MLMET0095,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,3157451,530.97,578.4
MLMET0094,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,642347,530.55,577.97
MLMET0093,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,419792,533.69,581.11
MLMET0071,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,464993,533.77,581.2
Blank-r002,blank,Dihydroxyacetone_phosphate,met,168.991,547.14,167724,530.87,578.29
MLMET0140,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,161536,530.62,578.05
MLMET0160,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,171401,536.1,583.53
MLMET0136,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,236910,536.3,583.73
MLMET0070,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,433987,530.89,578.32
MLMET0185,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,349752,530.55,577.98
MLMET0165,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,233582,534.77,582.2
MLMET0138,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,134544,534.62,582.05
MLMET0167,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,386519,531.83,579.26
MLMET0182,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,253927,531.95,579.38
MLMET0135,filter,Dihydroxyacetone_phosphate,met,168.991,547.14,142335,535.09,582.52
MLMET0137,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,148559,535.21,582.63
RCY308_control-r002,control,Dihydroxyacetone_phosphate,met,168.991,547.14,192699,533.46,580.89
MLMET0098,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,1083381,533.29,580.72
MLMET0066,filter,Dihydroxyacetone_phosphate,met,168.991,547.14,426013,535.8,583.23
MLMET0139,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,130784,535.87,583.29
MLMET0161,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,149553,530.83,578.25
MLMET0166,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,121605,530.76,578.19
MLMET0162,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,194272,536.14,583.57
MLMET0164,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,251211,536.09,583.52
MLMET0186,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,621445,529.75,577.18
MLMET0068,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,824146,529.72,577.15
MLMET0097,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,512676,535.58,583
MLMET0184,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,265857,535.77,583.2
MLMET0183,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,168137,530.48,577.91
MLMET0187,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,202029,530.5,577.93
MLMET0141,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,160713,534.44,581.87
MLMET0069,sample,Dihydroxyacetone_phosphate,met,168.991,547.14,353990,534.04,581.47
MLMET0072,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,288024,533.09,580.51
MLMET0142,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,75159,533.23,580.66
MLMET0180,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,76358,534.85,582.28
MLMET0143,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,57039,534.92,582.35
MLMET0179,filter,Dihydroxyacetone_phosphate,ref,172.001,547.14,61399,531.92,579.35
MLMET0075,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,184330,531.76,579.19
MLMET0073,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,394485,533.9,581.33
MLMET0117,filter,Dihydroxyacetone_phosphate,ref,172.001,547.14,130991,533.5,580.93
MLMET0181,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,89161,530.85,578.28
Blank-r002,blank,Dihydroxyacetone_phosphate,ref,172.001,547.14,14771,530.87,578.29
MLMET0116,filter,Dihydroxyacetone_phosphate,ref,172.001,547.14,118682,536.04,583.47
MLMET0159,filter,Dihydroxyacetone_phosphate,ref,172.001,547.14,72867,536.1,583.52
MLMET0074,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,383579,530.72,578.14
MLMET0119,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,115684,530.64,578.07
all_ss-r002,stds,Dihydroxyacetone_phosphate,ref,172.001,547.14,14512,533.54,580.96
MLMET0144,filter,Dihydroxyacetone_phosphate,ref,172.001,547.14,55773,533.89,581.32
MLMET0089,filter,Dihydroxyacetone_phosphate,ref,172.001,547.14,116473,530.65,578.08
Blank-r001,blank,Dihydroxyacetone_phosphate,ref,172.001,547.14,15442,530.65,578.08
MLMET0122,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,167912,535.3,582.73
MLMET0098,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,233556,535.29,582.71
MLMET0121,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,178053,532.1,579.52
MLMET0118,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,162032,532.26,579.69
RCY308_control-r002,control,Dihydroxyacetone_phosphate,ref,172.001,547.14,23814,536.45,583.88
MLMET0092,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,214616,536.34,583.77
all_ss-r001,stds,Dihydroxyacetone_phosphate,ref,172.001,547.14,14917,530.44,577.87
MLMET0070,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,221849,530.39,577.82
MLMET0120,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,117702,535.75,583.18
MLMET0090,filter,Dihydroxyacetone_phosphate,ref,172.001,547.14,126723,535.65,583.08
MLMET0168,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,72513,530.28,577.71
MLMET0124,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,94769,530.2,577.63
MLMET0138,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,69351,532.13,579.55
MLMET0096,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,707988,532.44,579.86
MLMET0161,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,68727,530.83,578.25
MLMET0123,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,141062,530.8,578.23
MLMET0093,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,205819,534.68,582.11
MLMET0136,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,78458,534.81,582.23
MLMET0182,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,72708,529.95,577.38
MLMET0067,filter,Dihydroxyacetone_phosphate,ref,172.001,547.14,125966,529.55,576.97
MLMET0140,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,60431,534.62,582.04
MLMET0185,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,116686,534.55,581.97
MLMET0183,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,68764,529.48,576.91
MLMET0135,filter,Dihydroxyacetone_phosphate,ref,172.001,547.14,60105,529.6,577.03
MLMET0069,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,220209,532.04,579.47
MLMET0166,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,58480,532.26,579.69
MLMET0071,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,189703,530.28,577.7
MLMET0125,filter,Dihydroxyacetone_phosphate,ref,172.001,547.14,60224,530.18,577.6
MLMET0137,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,69260,535.21,582.63
MLMET0163,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,63023,535.33,582.75
MLMET0165,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,92446,529.77,577.2
MLMET0091,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,172508,529.71,577.14
MLMET0066,filter,Dihydroxyacetone_phosphate,ref,172.001,547.14,458762,535.8,583.23
MLMET0139,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,59652,535.87,583.29
MLMET0162,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,67409,531.15,578.57
MLMET0164,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,90073,531.1,578.53
MLMET0094,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,151028,533.54,580.97
MLMET0184,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,85844,533.77,581.2
MLMET0097,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,310477,531.08,578.51
MLMET0187,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,82619,531,578.43
MLMET0068,sample,Dihydroxyacetone_phosphate,ref,172.001,547.14,289396,534.71,582.14
